88	11
95	4
80	19
95	4
85	14
86	13
78	21
92	7
96	3
87	12
89	10
83	16
96	3
96	3
98	1
94	5
87	12
66	33
88	11
82	17
97	2
88	11
78	21
98	1
95	4
77	22
98	1
95	4
98	1
92	7
64	35
67	32
77	22
77	22
95	4
96	3
88	11
95	4
96	3
98	1
99	0
92	7
99	0
97	2
94	5
97	2
80	19
98	1
69	30
71	28
77	22
94	5
88	11
77	22
78	21
96	3
79	20
88	11
71	28
75	24
72	27
74	25
96	3
97	2
82	17
90	9
91	8
86	13
85	14
90	9
80	19
83	16
92	7
76	23
94	5
97	2
99	0
93	6
73	26
96	3
77	22
94	5
83	16
97	2
93	6
93	6
99	0
79	20
82	17
73	26
89	10
93	6
96	3
83	16
85	14
94	5
71	28
86	13
78	21
89	10
96	3
85	14
95	4
97	2
74	25
93	6
78	21
92	7
99	0
80	19
83	16
90	9
88	11
75	24
81	18
83	16
83	16
75	24
74	25
95	4
89	10
88	11
88	11
96	3
84	15
94	5
88	11
64	35
95	4
84	15
89	10
76	23
73	26
88	11
97	2
82	17
84	15
59	40
94	5
40	59
96	3
99	0
95	4
99	0
98	1
88	11
99	0
76	23
67	32
92	7
93	6
77	22
94	5
93	6
76	23
91	8
99	0
84	15
64	35
80	19
99	0
91	8
53	46
91	8
80	19
86	13
79	20
78	21
99	0
97	2
99	0
84	15
78	21
95	4
87	12
77	22
99	0
99	0
97	2
94	5
92	7
92	7
89	10
83	16
83	16
80	19
83	16
94	5
84	15
90	9
95	4
86	13
66	33
99	0
99	0
76	23
90	9
97	2
82	17
75	24
99	0
99	0
99	0
99	0
99	0
95	4
93	6
79	20
78	21
73	26
64	35
80	19
87	12
65	34
79	20
92	7
96	3
62	37
97	2
64	35
97	2
99	0
98	1
77	22
82	17
99	0
96	3
98	1
95	4
96	3
85	14
83	16
92	7
99	0
62	37
81	18
98	1
87	12
90	9
82	17
79	20
96	3
88	11
82	17
76	23
88	11
78	21
98	1
96	3
83	16
81	18
94	5
87	12
91	8
84	15
99	0
99	0
87	12
96	3
82	17
69	30
71	28
86	13
81	18
80	19
98	1
94	5
77	22
89	10
87	12
96	3
98	1
98	1
98	1
96	3
98	1
98	1
97	2
94	5
78	21
66	33
97	2
88	11
93	6
97	2
95	4
76	23
84	15
94	5
86	13
97	2
82	17
79	20
98	1
96	3
94	5
91	8
78	21
61	38
93	6
89	10
95	4
91	8
86	13
96	3
98	1
96	3
83	16
89	10
98	1
97	2
75	24
81	18
93	6
70	29
83	16
84	15
84	15
97	2
94	5
87	12
99	0
85	14
99	0
84	15
84	15
91	8
96	3
98	1
99	0
86	13
66	33
91	8
92	7
88	11
93	6
98	1
80	19
70	29
94	5
89	10
92	7
98	1
85	14
85	14
98	1
99	0
76	23
83	16
76	23
73	26
77	22
81	18
96	3
82	17
98	1
79	20
94	5
83	16
99	0
69	30
92	7
90	9
85	14
81	18
72	27
87	12
82	17
92	7
97	2
97	2
82	17
97	2
80	19
82	17
86	13
98	1
86	13
91	8
82	17
80	19
98	1
83	16
81	18
98	1
95	4
80	19
97	2
93	6
81	18
94	5
97	2
95	4
98	1
86	13
75	24
88	11
75	24
90	9
98	1
79	20
79	20
99	0
97	2
88	11
60	39
70	29
95	4
92	7
84	15
83	16
67	32
88	11
95	4
96	3
71	28
98	1
94	5
84	15
80	19
70	29
98	1
99	0
92	7
88	11
98	1
91	8
99	0
98	1
72	27
84	15
72	27
83	16
85	14
96	3
82	17
82	17
96	3
74	25
99	0
